address,parsed_address,latitude,longitude,st_makepoint
"HOUSE/FLAT # 213/4, ROAD # AHMEDNAGAR, BLOCK # PAIK PARA, MIRPUR, CONTACT NO: 01190807637","213/4,",23.79382186,90.35902697,POINT (90.35902697 23.79382186)
"HOUSE/FLAT # 358/B, BLOCK # AHMED NAGAR, SECTION #  , MIRPUR , CONTACT NO: N/A, 01712277417","358/B, ",23.79254924,90.35690702,POINT (90.35690702 23.79254924)
"HOUSE/FLAT # 342, BLOCK # AHMEDNAGAR, SECTION # 01, MIRPUR, CONTACT NO: 01680551852","342, ",23.79403109,90.35680078,POINT (90.35680078 23.79403109)
"HOUSE/FLAT # 315/1/C, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01611313311","315/1/C, ",23.79429273,90.35716355,POINT (90.35716355 23.79429273)
"HOUSE/FLAT # 238/1/G/1, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01712761603","238/1/G/1, ",23.79486172,90.35922241,POINT (90.35922241 23.79486172)
"HOUSE/FLAT # 328/1, BLOCK # AHAMMAD NAGAR, MIRPUR, CONTACT NO: 01552459263","328/1, ",23.79456123,90.35527706,POINT (90.35527706 23.79456123)
"HOUSE/FLAT # 334/7, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01677040612","334/7,",23.79383567,90.35506576,POINT (90.35506576 23.79383567)
"HOUSE/FLAT # 333/4/A/1, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01571724573","333/4/A/1, ",23.79304256,90.355198,POINT (90.355198 23.79304256)
"HOUSE/FLAT # 331/1/A, PLOT # 331/1/A, ROAD # AKOTA ROAD, SECTION # 1MIRPUR, MIRPUR, CONTACT NO: 01711312229","331/1/A, ",23.79429537,90.35569925,POINT (90.35569925 23.79429537)
"HOUSE/FLAT # 284/8, BLOCK # AHMEDNAGAR, MIRPUR, CONTACT NO: 01911048028","284/8, ",23.79257219,90.35749826,POINT (90.35749826 23.79257219)
"HOUSE/FLAT # 256/2, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01552448160","256/2, ",23.79244551,90.35868881,POINT (90.35868881 23.79244551)
"HOUSE/FLAT # 213/3/A, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01752193420","213/3/A, ",23.79378589,90.35876914,POINT (90.35876914 23.79378589)
"HOUSE/FLAT # 209/1, BLOCK # AHMED NAGAR, SECTION # 01, MIRPUR, CONTACT NO: 01535491356","209/1, ",23.7933919,90.35932779,POINT (90.35932779 23.7933919)
"HOUSE/FLAT # 206/2, AHMEDNAGAR, BLOCK # PAIKPARA, MIRPUR, CONTACT NO: 01852269148","206/2, ",23.79331422,90.3597382,POINT (90.3597382 23.79331422)
"HOUSE/FLAT # 247/D, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01682138131","247/D, ",23.79377446,90.35771018,POINT (90.35771018 23.79377446)
"HOUSE/FLAT # 130/2/KA  , BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01914319146",130/2/KA  ,23.79306187,90.36179167,POINT (90.36179167 23.79306187)
"HOUSE/FLAT # 211, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01712119248","211, ",23.79323717,90.35900612,POINT (90.35900612 23.79323717)
"HOUSE/FLAT # 161/3, BLOCK # AHMEDNAGAR, MIRPUR, CONTACT NO: 9030699, 01716008838","161/3, ",23.79512751,90.36066613,POINT (90.36066613 23.79512751)
"TIN SHED-01, PWD STAFF QUARTER","TIN SHED-01, PWD STAFF QUARTER",23.79456596,90.35403799,POINT (90.35403799 23.79456596)
"HOUSE/FLAT # 256, AHMEDNAGAR, BLOCK # PAIK PARA , MIRPUR, DHAKA-1216, CONTACT NO: 01911470670, 01750051221","256, ",23.79268538,90.35855845,POINT (90.35855845 23.79268538)
"HOUSE/FLAT # 198/1, AHMED NAGAR, BLOCK # PAIKPARA, MIRPUR, CONTACT NO: 01675587395","198/1, ",23.7927679,90.36009564,POINT (90.36009564 23.7927679)
"HOUSE/FLAT # 234, BLOCK # AHAMED NAGAR, MIRPUR, CONTACT NO: 01712889412","234, ",23.79457718,90.35914728,POINT (90.35914728 23.79457718)
"HOUSE/FLAT # 155/1/A, AHMED NAGARMIRPUR, MIRPUR, CONTACT NO: 01964774221","155/1/A, ",23.79438763,90.36150505,POINT (90.36150505 23.79438763)
"HOUSE/FLAT # 196/3, BLOCK # AHMEDNAGAR, MIRPUR, CONTACT NO: 01710953719","196/3, ",23.79251207,90.36006838,POINT (90.36006838 23.79251207)
"HOUSE/FLAT # 174/1/A/1, BLOCK # AHMEDNAGAR, MIRPUR, CONTACT NO: 01965382364","174/1/A/1, ",23.79271171,90.36089015,POINT (90.36089015 23.79271171)
"HOUSE/FLAT # 368/KA, AHMEDNAGAR, BLOCK # PAIKPARA, MIRPUR, CONTACT NO: 01932736885","368/KA, ",23.79137779,90.35616848,POINT (90.35616848 23.79137779)
"HOUSE/FLAT # 333/1-E, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01720568641","333/1-E,",23.79357355,90.35594408,POINT (90.35594408 23.79357355)
"FLAT NO# 01, TINSHED, NEAR TALTOLA","FLAT NO# 01, TINSHED, NEAR TALTOLA",23.79223966,90.35499766,POINT (90.35499766 23.79223966)
"HOUSE/FLAT # 230/A, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01817581781","230/A, ",23.79438149,90.36003719,POINT (90.36003719 23.79438149)
"HOUSE/FLAT # 302/2MIRPUR, MIRPUR, CONTACT NO: 01712567945",302/2,23.79365501,90.35723328,POINT (90.35723328 23.79365501)
"HOUSE/FLAT # 257/1/C, BLOCK # WEST AHMED NAGARMIRPUR, MIRPUR, CONTACT NO: 01715295206","257/1/C,",23.79248906,90.35825802,POINT (90.35825802 23.79248906)
"HOUSE/FLAT # 187/3, BLOCK # WEST MONIPUR, BONANI, CONTACT NO: 01937632771","187/3, ",23.79254104,90.3602358,POINT (90.3602358 23.79254104)
"HOUSE/FLAT # 231/3, AHMED NAGAR, BLOCK # PAIK PARA,, SECTION # SOLIMUDD MARKETMIRPUR, MIRPUR, CONTACT NO: 01916601316","231/3,",23.79471135,90.35985861,POINT (90.35985861 23.79471135)
"HOUSE/FLAT # 244/1,AHMED NAGAR, MIRPUR, DHAKA, CONTACT NO: 01713006365",244/1,23.79400027,90.35832371,POINT (90.35832371 23.79400027)
"HOUSE/FLAT # 55/1/A, EAST AHMED NAGAR, MIRPUR, CONTACT NO: 01745266080","55/1/A,",23.79614315,90.36116898,POINT (90.36116898 23.79614315)
"HOUSE/FLAT # 292/1/A, BLOCK # AHMED NAGAR PAIKPARA, SECTION # 1, MIRPUR, CONTACT NO: 01731511696","292/1/A, ",23.79254871,90.3571483,POINT (90.3571483 23.79254871)
"HOUSE/FLAT # COMMON, PLOT # 318, AHMED NAGAR, MIRPUR, CONTACT NO: 02-9143333-8, E-270, 01738978291","318,",23.79474045,90.3567517,POINT (90.3567517 23.79474045)
"HOUSE/FLAT # 211/1,PAIK PARA, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01962643717","211/1,",23.7933927,90.35887065,POINT (90.35887065 23.7933927)
"HOUSE/FLAT # 263/2, AHMED NAGAR, MIRPUR, DHAKA, CONTACT NO: 01966851050","263/2, ",23.79218459,90.35961842,POINT (90.35961842 23.79218459)
"HOUSE/FLAT # 202/1, PLOT # EAST AHMED NAGAR, MIRPUR, CONTACT NO: 01787375450","202/1, ",23.79287335,90.35969119,POINT (90.35969119 23.79287335)
"HOUSE/FLAT # 73/5, , ROAD # JONAKI ROAD, AHMED NAGAR, MIRPUR, CONTACT NO: 01973369975","73/5,",23.79403394,90.36152331,POINT (90.36152331 23.79403394)
"HOUSE/FLAT # 377/1, PLOT # AHMED NAGARPAIKPARA, MIRPUR, CONTACT NO: 01714220366","377/1,",23.79203305,90.35679903,POINT (90.35679903 23.79203305)
"HOUSE/FLAT # 152/3, AHMED NAGAR, MIRPUR, CONTACT NO: 01729207710","152/3, ",23.79431516,90.36142435,POINT (90.36142435 23.79431516)
"HOUSE/FLAT # 316/1, PLOT # AHMED NAGAR, MIRPUR, CONTACT NO: 01914426922","316/1, ",23.79401825,90.35720536,POINT (90.35720536 23.79401825)
"HOUSE/FLAT # 315/1-B, PLOT # WEST AHMED NAGAR, MIRPUR, CONTACT NO: 01914472172","315/1-B, ",23.79430407,90.35723354,POINT (90.35723354 23.79430407)
"HOUSE/FLAT # 322/4, PLOT # WEST AHMED NAGAR, ROAD # AKATA ROAD, MIRPUR, CONTACT NO: 01819238507","322/4, ",23.79411223,90.35589815,POINT (90.35589815 23.79411223)
"HOUSE/FLAT # 316/A, PLOT # AHMED NAGAR, STR. 316/A AHMED NAGAR MIRPUR , MIRPUR, CONTACT NO: 01712821617","316/A, ",23.79402039,90.3570366,POINT (90.3570366 23.79402039)
"HOUSE/FLAT # 73/6, AHMED NAGAR, MIRPUR, CONTACT NO: 01816780845","73/6, ",23.79392159,90.36144211,POINT (90.36144211 23.79392159)
"HOUSE/FLAT # 302/6, PLOT # AHMEDNAGAR, PAIKPARA, MIRPUR, CONTACT NO: 01819102497","302/6,",23.79346752,90.35723928,POINT (90.35723928 23.79346752)
"HOUSE/FLAT # 351/1, PLOT # AHMED NAGAR, MIRPUR, CONTACT NO: 01534328392","351/1, ",23.79256885,90.35588307,POINT (90.35588307 23.79256885)
"HOUSE/FLAT # 172/1/A, PLOT # AHMED NAGAR,MOSJID GOLI,, MIRPUR, CONTACT NO: 01680150743","172/1/A, ",23.79447022,90.36048968,POINT (90.36048968 23.79447022)
"HOUSE/FLAT # 277/B, PLOT # AHMEDNAGAR, PAIKPARA, MIRPUR, CONTACT NO: 01720183669","277/B,",23.79185347,90.35878567,POINT (90.35878567 23.79185347)
"HOUSE/FLAT # 334/6, PLOT # AHMED NAGAR, SECTION # 1, MIRPUR, CONTACT NO: 01911433536","334/6, ",23.79376653,90.35510337,POINT (90.35510337 23.79376653)
"HOUSE/FLAT # 368/3/A, PLOT # AHMED NAGAR, MIRPUR, CONTACT NO: 01711116595","368/3/A,",23.79130967,90.35563898,POINT (90.35563898 23.79130967)
"HOUSE/FLAT # 148/8, PLOT # AHMEDNAGAR, MIRPUR, CONTACT NO: 01711860244","148/8, ",23.79224979,90.3612507,POINT (90.3612507 23.79224979)
"HOUSE/FLAT # 257/1-F, PLOT # AHMED NAGAR, PAIKPARA, MIRPUR, CONTACT NO: 01676506272","257/1-F,",23.79240847,90.3585837,POINT (90.3585837 23.79240847)
"HOUSE/FLAT # 367/D, PLOT # AHMED NAGAR, MIRPUR, CONTACT NO: 01618008383","367/D, ",23.79127824,90.35634961,POINT (90.35634961 23.79127824)
"HOUSE/FLAT # 369/A/1, PLOT # AHMED NAGAR, PAIKPARA, MIRPUR, CONTACT NO: 01714416879","369/A/1,",23.7915269,90.35600424,POINT (90.35600424 23.7915269)
"HOUSE/FLAT # 204/2, BLOCK # AHMED NAGOR,PAIKPARA, MIRPUR, CONTACT NO: 01932053795","204/2, ",23.79256975,90.35922478,POINT (90.35922478 23.79256975)
"HOUSE/FLAT # 248/1, PLOT # AHMED NAGAR,PAIKPARA, MIRPUR, CONTACT NO: 01941465795","248/1, ",23.7950141,90.36011525,POINT (90.36011525 23.7950141)
"HOUSE/FLAT # 288, PLOT # AHMED NAGAR,, MIRPUR, CONTACT NO: 01911241943","288,",23.79250047,90.35751571,POINT (90.35751571 23.79250047)
"HOUSE/FLAT # 334/8, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01726661474","334/8,",23.79437265,90.35502033,POINT (90.35502033 23.79437265)
"HOUSE/FLAT # 347/C, AHMED NAGAR, PLOT # PAIKPARA, MIRPUR, CONTACT NO: 01921473180","347/C, ",23.79283727,90.35719597,POINT (90.35719597 23.79283727)
"HOUSE/FLAT # 204/5, PLOT # AHMEDNAGAR, MIRPUR, CONTACT NO: 01923968970","204/5, ",23.79238477,90.35905511,POINT (90.35905511 23.79238477)
"HOUSE/FLAT # 151/1/J/2, PLOT # AHMED NAGAR, MIRPUR, CONTACT NO: 01706314839","151/1/J/2, ",23.7932181,90.36147127,POINT (90.36147127 23.7932181)
"HOUSE/FLAT # 328/A, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01726661474","328/A, ",23.79432045,90.35548363,POINT (90.35548363 23.79432045)
"HOUSE/FLAT # 148/6, PLOT # AHMED NAGOR, MIRPUR, CONTACT NO: 01760078085","148/6, ",23.79237769,90.36119899,POINT (90.36119899 23.79237769)
"HOUSE/FLAT # 353/4/A, PLOT # AHMED NAGAR, MIRPUR, CONTACT NO: 01715023827","353/4/A,",23.7922626,90.35530987,POINT (90.35530987 23.7922626)
"HOUSE/FLAT # 335/1, ROAD # MONIR UDDIN ROAD, AHMED NAGAR, MIRPUR, CONTACT NO: 01953409604","335/1,",23.79280814,90.35522855,POINT (90.35522855 23.79280814)
"HOUSE/FLAT # 206/4, AHMED NAGAR, MIRPUR, CONTACT NO: 01911724410","206/4, ",23.79359074,90.35942128,POINT (90.35942128 23.79359074)
"HOUSE/FLAT # 178/6/KA, ROAD # AHAMED NAGAR, BLOCK # HABUL ER PUKUR PAR, SECTION # 1, MIRPUR, CONTACT NO: 028035391, 01816718414","178/6/KA, ",23.79336869,90.36093775,POINT (90.36093775 23.79336869)
"HOUSE/FLAT # 353/4/F, PLOT # AHMED NAGAR, MIRPUR, CONTACT NO: 01731568676","353/4/F, ",23.792363,90.3552329,POINT (90.3552329 23.792363)
"HOUSE/FLAT # 234/1, BLOCK # NORTH AHMEDNAGAR, MIRPUR, CONTACT NO: 01739198562","234/1, ",23.79458258,90.35908248,POINT (90.35908248 23.79458258)
"HOUSE/FLAT # 280, BLOCK # AHMED NAGAR,PAIKPARA, MIRPUR, CONTACT NO: 01711152240","280, ",23.79193736,90.35825514,POINT (90.35825514 23.79193736)
"HOUSE/FLAT # 376/3, PLOT # WEST AHMED NAGAR, MIRPUR, CONTACT NO: 01771777742","376/3,",23.79169453,90.35712363,POINT (90.35712363 23.79169453)
"HOUSE/FLAT # 172/1, PLOT # AHMED NAGOR, MIRPUR, CONTACT NO: 01811516190","172/1,",23.79437223,90.36036093,POINT (90.36036093 23.79437223)
"HOUSE/FLAT # 43/2, PLOT # EAST AHMED NAGAR, MIRPUR, CONTACT NO: 01752069121","43/2,",23.79626714,90.36050769,POINT (90.36050769 23.79626714)
"HOUSE/FLAT # 302/5, AHMED NAGAR, PLOT # PAIK PARA, MIRPUR, CONTACT NO: 01917662364","302/5,",23.79344533,90.35710244,POINT (90.35710244 23.79344533)
"HOUSE/FLAT # 372/D, PLOT # WEST AHMED NAGAR, MIRPUR, CONTACT NO: 01677250866","372/D,",23.79155737,90.35740592,POINT (90.35740592 23.79155737)
"HOUSE/FLAT # 175/A,AHMEDNAGAR, ROAD # CHANDRIMA , MIRPUR, CONTACT NO: 01711106012","175/A,",23.79419005,90.36022184,POINT (90.36022184 23.79419005)
"HOUSE/FLAT # 333/5, PLOT # AHMEDNAGAR ,PAIK PARA, MIRPUR, CONTACT NO: 01672951019","333/5,",23.79309864,90.35531243,POINT (90.35531243 23.79309864)
"HOUSE/FLAT # 332, PLOT # AHMEDNAGAR, MIRPUR, CONTACT NO: 01712098466","332,",23.79405669,90.3557687,POINT (90.3557687 23.79405669)
"HOUSE/FLAT # 237/A,AHMED NAGAR, MIRPUR, CONTACT NO: 01718369707","237/A,",23.79384516,90.3585974,POINT (90.3585974 23.79384516)
"HOUSE/FLAT # 180/1-A, PLOT # AHMEDNAGAR, MIRPUR, CONTACT NO: 01913544043","180/1-A,",23.79355128,90.36038533,POINT (90.36038533 23.79355128)
"HOUSE/FLAT # 308, AHMEDNAGAR, MIRPUR, CONTACT NO: 01716773615","308,",23.79445634,90.35787034,POINT (90.35787034 23.79445634)
"HOUSE/FLAT # 255/B,AHMEDNAGAR, MIRPUR, CONTACT NO: 01674001515","255/B,",23.79282093,90.35814666,POINT (90.35814666 23.79282093)
"HOUSE/FLAT # 151/2, AHMED NAGAR, MIRPUR, CONTACT NO: 01713329211","151/2,",23.79357051,90.36137514,POINT (90.36137514 23.79357051)
"HOUSE/FLAT # HOLDING-351/7/B, BLOCK # AHMADNAGOR,PAIKPARADARUS SALAM, MIRPUR, CONTACT NO: 01552313658","351/7/B,",23.79198623,90.35619574,POINT (90.35619574 23.79198623)
"HOUSE/FLAT # 197, AHMEDNAGAR, MIRPUR, CONTACT NO: 01680304663","197,",23.79262757,90.3602393,POINT (90.3602393 23.79262757)
"HOUSE/FLAT # 371/5,AHMEDNAGAR, MIRPUR, CONTACT NO: 01611969088","371/5,",23.79174813,90.35793646,POINT (90.35793646 23.79174813)
"HOUSE/FLAT # 129/1/B, AHMEDNAGAR, MIRPUR, CONTACT NO: 01817588306","129/1/B,",23.79306983,90.36192399,POINT (90.36192399 23.79306983)
"HOUSE/FLAT # 255/C/1, PLOT # AHMEDNAGAR,PAIKPARA, STR. 259/2,AHMED NAGAR MIRPUR,DHAKA , MIRPUR, CONTACT NO: 01720384367","255/C/1, ",23.79284248,90.35796325,POINT (90.35796325 23.79284248)
"HOUSE/FLAT # 174/1/I, AHMED NAGAR, MIRPUR, CONTACT NO: 01712821616","174/1/I, ",23.79212721,90.36129284,POINT (90.36129284 23.79212721)
"HOUSE/FLAT # 343/2,AHMEDNAGAR, MIRPUR, CONTACT NO: 01715105141","343/2,",23.79379797,90.35708756,POINT (90.35708756 23.79379797)
"HOUSE/FLAT # 151/1/J/1, PLOT # AHMED NAGAR, MIRPUR, CONTACT NO: 01621099002","151/1/J/1,",23.79304017,90.36141028,POINT (90.36141028 23.79304017)
"HOUSE/FLAT # 324, AHMEDNAGAR, MIRPUR-01, CONTACT NO: 01712131256","324, ",23.79455489,90.35569648,POINT (90.35569648 23.79455489)
"HOUSE/FLAT # 249/1, ROAD # AHMEDNAGAR, MIRPUR, CONTACT NO: 01819448481","249/1, ",23.79362709,90.35822747,POINT (90.35822747 23.79362709)
"HOUSE/FLAT # 376/2, BLOCK # WEST AHMED NAGAR, MIRPUR, CONTACT NO: 01771777742","376/2, ",23.79163242,90.35693339,POINT (90.35693339 23.79163242)
"HOUSE/FLAT # 247/C,AHMEDNAGAR, MIRPUR, CONTACT NO: 01744329791","247/C,",23.79379813,90.35781286,POINT (90.35781286 23.79379813)
"HOUSE/FLAT # 354/10, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01716957137","354/10,",23.79292819,90.35632019,POINT (90.35632019 23.79292819)
"HOUSE/FLAT # 290/1/A, PLOT # 290/1/A, BLOCK # AHMED NAGARMIRPUR, MIRPUR, CONTACT NO: 01914854487","290/1/A,",23.79288225,90.35725922,POINT (90.35725922 23.79288225)
"HOUSE/FLAT # 174, BLOCK #  AHMED NAGAR, PAIKPARA,, SECTION # 1, MIRPUR, CONTACT NO: 01670920943","174,",23.79474398,90.36028862,POINT (90.36028862 23.79474398)
"HOUSE/FLAT # 287/1/A, BLOCK # AHMEDNAGAR, MIRPUR, CONTACT NO: 01727210304","287/1/A,",23.79279715,90.35772667,POINT (90.35772667 23.79279715)
"HOUSE/FLAT # 160, BLOCK # AHMED NAGER, MIRPUR-1, CONTACT NO: 01552370702","160, ",23.79552218,90.36149524,POINT (90.36149524 23.79552218)
"HOUSE/FLAT # 31 (COMMON), PLOT # 31, BLOCK # AHMED NAGAR PAIKPARAMIRPUR, MIRPUR, CONTACT NO: 01711152863",31,23.7962287,90.36135869,POINT (90.36135869 23.7962287)
"HOUSE/FLAT # 240, BLOCK # AHMED NAGOR, MIRPUR, CONTACT NO: 01737549621","240,",23.79350955,90.35774545,POINT (90.35774545 23.79350955)
"HOUSE/FLAT # 178/2, BLOCK # AHAMMED NAGAR, MIRPUR, CONTACT NO: 01918923230","178/2, ",23.79366778,90.36069497,POINT (90.36069497 23.79366778)
"HOUSE/FLAT # B-1/C, PLOT # 47, BLOCK # AHMEDNAGAR, MIRPUR, CONTACT NO: 01732267389"," 47,",23.79563076,90.36033106,POINT (90.36033106 23.79563076)
"HOUSE/FLAT # 364/2, ROAD # AHMED NAGAR, MIRPUR-01, CONTACT NO: 01721004271","364/2,",23.79183084,90.3563248,POINT (90.3563248 23.79183084)
"HOUSE/FLAT # 253/1, BLOCK # AHMEDNAGAR, PAIKPARA, SECTION # 1, MIRPUR-1216, CONTACT NO: 01912532101","253/1,",23.79314077,90.35868959,POINT (90.35868959 23.79314077)
"HOUSE/FLAT # 290, BLOCK # AHMED NAGAR, SECTION # 1, MIRPUR, CONTACT NO: 01554312666","290,",23.79268021,90.35747047,POINT (90.35747047 23.79268021)
"HOUSE/FLAT # 129/1/F/1, BLOCK # AHMED NAGAR, SECTION # PAIK PARAMIRPUR, MIRPUR, CONTACT NO: 01795204060","129/1/F/1, ",23.79285538,90.36145236,POINT (90.36145236 23.79285538)
"HOUSE/FLAT # 240/A, PLOT # AHMEDNAGAR, MIRPUR-1, CONTACT NO: 01712129529","240/A, ",23.79483822,90.35794418,POINT (90.35794418 23.79483822)
"HOUSE/FLAT # 226, ROAD # MASJID GOLI, BLOCK # EAST AHMED NAGAR, DHAKA-1212, CONTACT NO: 9003356, 01779551100",226,23.79440881,90.35935779,POINT (90.35935779 23.79440881)
"HOUSE/FLAT # 240/B, AHMED NAGAR, MIRPUR, DHAKA-1216, CONTACT NO: 01911807002","240/B,",23.7948347,90.35782314,POINT (90.35782314 23.7948347)
"HOUSE/FLAT # 245, BLOCK # AHAMED NAGAR PAIKPARA, MIRPUR, CONTACT NO: 01912906311","245, ",23.79388949,90.358375,POINT (90.358375 23.79388949)
"HOUSE/FLAT # 351, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01713544105","351, ",23.7925803,90.35594808,POINT (90.35594808 23.7925803)
"HOUSE/FLAT # 289, AHMED NAGAR, MIRPUR, CONTACT NO: 01681790064","289,",23.7921496,90.35751213,POINT (90.35751213 23.7921496)
"HOUSE/FLAT # 257/1/E, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01819504945","257/1/E,",23.79247945,90.35857492,POINT (90.35857492 23.79247945)
"HOUSE/FLAT # 129/1/D/1, BLOCK # AHMED NAGAR PAIKPARA, MIRPUR, CONTACT NO: 01551075348","129/1/D/1, ",23.79298309,90.36157396,POINT (90.36157396 23.79298309)
"HOUSE/FLAT # 346/1 (COMMON), BLOCK # AHMEDNAGAR, MIRPUR, CONTACT NO: 01858732860",346/1 ,23.79247331,90.3555294,POINT (90.3555294 23.79247331)
"HOUSE/FLAT # 175/3-A, BLOCK # ,AHMED NAGAR, MIRPUR, CONTACT NO: 01712605982","175/3-A, ",23.79485122,90.36014815,POINT (90.36014815 23.79485122)
"HOUSE/FLAT # 359/E, BLOCK #  AHMED NAGAR, MIRPUR , CONTACT NO: 01712909907","359/E,",23.79157121,90.35552849,POINT (90.35552849 23.79157121)
"HOUSE/FLAT # 356/1/A, BLOCK # AHMED NAGOR, MIRPUR, CONTACT NO: 01916188078","356/1/A,",23.79284555,90.35656827,POINT (90.35656827 23.79284555)
"HOUSE/FLAT # 340, BLOCK # AHMED NAGAR, SECTION # 1, MIRPUR, CONTACT NO: 01711380860","340,",23.79416995,90.35670462,POINT (90.35670462 23.79416995)
"HOUSE/FLAT # 264 , BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01758501238","264 , ",23.79192585,90.35924503,POINT (90.35924503 23.79192585)
"HOUSE/FLAT # 328, ROAD # AHMED NAGA, MIRPUR, CONTACT NO: 01721004271","328,",23.79447376,90.35549242,POINT (90.35549242 23.79447376)
"HOUSE/FLAT # 368/3/B/5, BLOCK # AHMEDNAGAR, MIRPUR, CONTACT NO: 01798771579","368/3/B/5,",23.79126342,90.35573772,POINT (90.35573772 23.79126342)
"HOUSE/FLAT # 377/2, BLOCK # AHMEDNAGAR, MIRPUR, CONTACT NO: 01914737683","377/2, ",23.79211914,90.35682753,POINT (90.35682753 23.79211914)
"HOUSE/FLAT # 55/A, BLOCK # EAST AHAMED NAGAR, MIRPUR, CONTACT NO: 01727281386","55/A, ",23.79602597,90.36091475,POINT (90.36091475 23.79602597)
"HOUSE/FLAT # 129/1-A, BLOCK #  AHAMED NAGAR, MIRPUR, CONTACT NO: 01712185397","129/1-A,",23.79305489,90.36202044,POINT (90.36202044 23.79305489)
"HOUSE/FLAT # 364/1, AHMED NAGAR, MIRPUR, CONTACT NO: 01714643125","364/1, ",23.79188627,90.35654405,POINT (90.35654405 23.79188627)
"HOUSE/FLAT # 292/1, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01941371526","292/1, ",23.79241036,90.35738871,POINT (90.35738871 23.79241036)
"HOUSE/FLAT # 46/B, BLOCK # AHMEDNAGAR, MIRPUR, CONTACT NO: 01686211529","46/B, ",23.79610479,90.3603784,POINT (90.3603784 23.79610479)
"HOUSE/FLAT # 5TH FLOOR, PLOT # 175/2, BLOCK # AHAMMAD NAGOR, PAIKPARA, MIRPUR, CONTACT NO: +8802 9023731, 01713192592"," 175/2,",23.79452373,90.3602547,POINT (90.3602547 23.79452373)
"HOUSE/FLAT # 158/2, BLOCK # AHMED NAGAR,PAIKPARA, MIRPUR, CONTACT NO: 01715953094","158/2, ",23.79476561,90.36144533,POINT (90.36144533 23.79476561)
"HOUSE/FLAT # 359/2, AHMED NAGAR, SECTION # 1, MIRPUR, CONTACT NO: 01836448621","359/2, ",23.79248089,90.35665652,POINT (90.35665652 23.79248089)
"HOUSE/FLAT # 367/A/1, AHMED NAGAR, BLOCK # MIDDLE PAIKPARA, MIRPUR, CONTACT NO: 01682069929","367/A/1,",23.79146856,90.3561329,POINT (90.3561329 23.79146856)
"HOUSE/FLAT # 374/1, PLOT # AHMED NAGAR, MIRPUR, CONTACT NO: 01786491105","374/1, ",23.79210377,90.35729485,POINT (90.35729485 23.79210377)
"HOUSE/FLAT # 130/2/2, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01715616633","130/2/2, ",23.79286867,90.36170053,POINT (90.36170053 23.79286867)
"HOUSE/FLAT # 247/3/B, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01613081974","247/3/B, ",23.7932241,90.35912711,POINT (90.35912711 23.7932241)
"HOUSE/FLAT # 323, BLOCK # AHMED NAGAR, PAIKPARA, MIRPUR-01, CONTACT NO: 01624060965","323,",23.79474525,90.35584006,POINT (90.35584006 23.79474525)
"HOUSE/FLAT # 279/1, BLOCK # AHAMMED NAGAR, MIRPUR, CONTACT NO: 01711108827","279/1, ",23.79183525,90.35824871,POINT (90.35824871 23.79183525)
"HOUSE/FLAT # 350/1/B/1, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01712615811","350/1/B/1, ",23.79263794,90.3554582,POINT (90.3554582 23.79263794)
"371/2-A, AHMED NAGAR PAIKPARA, MIRPUR","371/2-A, ",23.7915268,90.35778464,POINT (90.35778464 23.7915268)
"HOUSE/FLAT # 331/2, BLOCK # AHOMMED NAGAR, MIRPUR, CONTACT NO: 01817048771","331/2,",23.79438909,90.35572623,POINT (90.35572623 23.79438909)
"HOUSE/FLAT # 350/1-C, BLOCK # AHMEDNAGAR, MIRPUR, CONTACT NO: 01552448114","350/1-C, ",23.79265884,90.35574221,POINT (90.35574221 23.79265884)
"HOUSE/FLAT # 242/A, BLOCK # AHAMED NAGAR, MIRPUR, CONTACT NO: 01943726866","242/A, ",23.7940181,90.35795753,POINT (90.35795753 23.7940181)
"HOUSE/FLAT # 34, BLOCK # AHMED NAGAR, PAIKPARA, MIRPUR, CONTACT NO: 01711152863","34,",23.79624989,90.36108473,POINT (90.36108473 23.79624989)
